,E1VFVN30,GOLD,DCDS,MBBOND
2025-02-28,3.4342491079083866e-23,1.0,1.0722824842556438e-23,3.8722428590780734e-23
2025-03-03,3.4342491079083866e-23,1.0,1.0722824842556438e-23,3.8722428590780734e-23
2025-03-04,0.0,1.0,0.0,5.056470345054308e-23
2025-03-05,0.0,1.0,0.0,5.056470345054308e-23
2025-03-06,0.0,1.0,0.0,5.056470345054308e-23
2025-03-07,0.0,1.0,0.0,5.056470345054308e-23
2025-03-10,0.0,1.0,0.0,5.056470345054308e-23
2025-03-11,0.0,1.0,0.0,0.0
2025-03-12,0.0,1.0,0.0,0.0
2025-03-13,0.0,1.0,0.0,0.0
2025-03-14,0.0,1.0,0.0,0.0
2025-03-17,0.0,1.0,0.0,0.0
2025-03-18,2.8507098664186896e-23,0.0,1.0,1.8970388337887693e-23
2025-03-19,2.8507098664186896e-23,0.0,1.0,1.8970388337887693e-23
2025-03-20,2.8507098664186896e-23,0.0,1.0,1.8970388337887693e-23
2025-03-21,2.8507098664186896e-23,0.0,1.0,1.8970388337887693e-23
2025-03-24,2.8507098664186896e-23,0.0,1.0,1.8970388337887693e-23
2025-03-25,1.0,0.0,0.0,0.0
2025-03-26,1.0,0.0,0.0,0.0
2025-03-27,1.0,0.0,0.0,0.0
2025-03-28,1.0,0.0,0.0,0.0
2025-03-31,1.0,0.0,0.0,0.0
2025-04-01,1.3839968389322397e-22,1.0638183063282474e-24,1.0,1.1163146437577903e-22
2025-04-02,1.3839968389322397e-22,1.0638183063282474e-24,1.0,1.1163146437577903e-22
2025-04-03,1.3839968389322397e-22,1.0638183063282474e-24,1.0,1.1163146437577903e-22
2025-04-04,1.3839968389322397e-22,1.0638183063282474e-24,1.0,1.1163146437577903e-22
2025-04-07,1.3839968389322397e-22,1.0638183063282474e-24,1.0,1.1163146437577903e-22
2025-04-08,1.0,5.496363635582485e-23,0.0,0.0
2025-04-09,1.0,5.496363635582485e-23,0.0,0.0
2025-04-10,1.0,5.496363635582485e-23,0.0,0.0
2025-04-11,1.0,5.496363635582485e-23,0.0,0.0
2025-04-14,1.0,5.496363635582485e-23,0.0,0.0
2025-04-15,0.7857072354002709,0.11178372962978007,0.0,0.10250903496994905
2025-04-16,0.7857072354002709,0.11178372962978007,0.0,0.10250903496994905
2025-04-17,0.7857072354002709,0.11178372962978007,0.0,0.10250903496994905
2025-04-18,0.7857072354002709,0.11178372962978007,0.0,0.10250903496994905
2025-04-21,0.7857072354002709,0.11178372962978007,0.0,0.10250903496994905
2025-04-22,0.48894217623015795,0.441877571892391,0.06918025187745097,3.0199485926334966e-23
2025-04-23,0.48894217623015795,0.441877571892391,0.06918025187745097,3.0199485926334966e-23
2025-04-24,0.48894217623015795,0.441877571892391,0.06918025187745097,3.0199485926334966e-23
2025-04-25,0.48894217623015795,0.441877571892391,0.06918025187745097,3.0199485926334966e-23
2025-04-28,0.48894217623015795,0.441877571892391,0.06918025187745097,3.0199485926334966e-23
2025-04-29,0.429047744696053,0.2773762275740552,0.2935760277298918,6.42460850932802e-23
2025-04-30,0.429047744696053,0.2773762275740552,0.2935760277298918,6.42460850932802e-23
2025-05-01,0.429047744696053,0.2773762275740552,0.2935760277298918,6.42460850932802e-23
2025-05-02,0.429047744696053,0.2773762275740552,0.2935760277298918,6.42460850932802e-23
2025-05-05,0.429047744696053,0.2773762275740552,0.2935760277298918,6.42460850932802e-23
2025-05-06,0.44080775992685123,0.23152568233681614,0.3276665577363327,0.0
2025-05-07,0.44080775992685123,0.23152568233681614,0.3276665577363327,0.0
2025-05-08,0.44080775992685123,0.23152568233681614,0.3276665577363327,0.0
2025-05-09,0.44080775992685123,0.23152568233681614,0.3276665577363327,0.0
2025-05-12,0.44080775992685123,0.23152568233681614,0.3276665577363327,0.0
2025-05-13,0.16593248764894536,1.9746848484089054e-23,0.8340675123510547,0.0
2025-05-14,0.16593248764894536,1.9746848484089054e-23,0.8340675123510547,0.0
2025-05-15,0.16593248764894536,1.9746848484089054e-23,0.8340675123510547,0.0
2025-05-16,0.16593248764894536,1.9746848484089054e-23,0.8340675123510547,0.0
2025-05-19,0.16593248764894536,1.9746848484089054e-23,0.8340675123510547,0.0
2025-05-20,1.0,1.1131963747294342e-22,0.0,0.0
2025-05-21,1.0,1.1131963747294342e-22,0.0,0.0
2025-05-22,1.0,1.1131963747294342e-22,0.0,0.0
2025-05-23,1.0,1.1131963747294342e-22,0.0,0.0
2025-05-26,1.0,1.1131963747294342e-22,0.0,0.0
2025-05-27,1.0,0.0,1.1721315721762054e-25,0.0
2025-05-28,1.0,0.0,1.1721315721762054e-25,0.0
2025-05-29,1.0,0.0,1.1721315721762054e-25,0.0
2025-05-30,1.0,0.0,1.1721315721762054e-25,0.0
2025-06-02,1.0,0.0,1.1721315721762054e-25,0.0
2025-06-03,1.0,1.2836298620030633e-26,5.555010325033505e-23,1.1095556035899862e-22
2025-06-04,1.0,1.2836298620030633e-26,5.555010325033505e-23,1.1095556035899862e-22
2025-06-05,1.0,1.2836298620030633e-26,5.555010325033505e-23,1.1095556035899862e-22
2025-06-06,1.0,1.2836298620030633e-26,5.555010325033505e-23,1.1095556035899862e-22
2025-06-09,1.0,1.2836298620030633e-26,5.555010325033505e-23,1.1095556035899862e-22
2025-06-10,0.0041483792098807835,0.0,0.9958516207901192,1.3000850034236772e-22
2025-06-11,0.0041483792098807835,0.0,0.9958516207901192,1.3000850034236772e-22
2025-06-12,0.0041483792098807835,0.0,0.9958516207901192,1.3000850034236772e-22
2025-06-13,0.0041483792098807835,0.0,0.9958516207901192,1.3000850034236772e-22
2025-06-16,0.0041483792098807835,0.0,0.9958516207901192,1.3000850034236772e-22
2025-06-17,1.0,0.0,0.0,0.0
2025-06-18,1.0,0.0,0.0,0.0
2025-06-19,1.0,0.0,0.0,0.0
2025-06-20,1.0,0.0,0.0,0.0
2025-06-23,1.0,0.0,0.0,0.0
2025-06-24,0.0,0.0,1.0,0.0
2025-06-25,0.0,0.0,1.0,0.0
2025-06-26,0.0,0.0,1.0,0.0
2025-06-27,0.0,0.0,1.0,0.0
2025-06-30,0.0,0.0,1.0,0.0
2025-07-01,1.1293512911499236e-22,8.356689800714513e-25,1.0,6.1999853700745545e-25
2025-07-02,1.1293512911499236e-22,8.356689800714513e-25,1.0,6.1999853700745545e-25
2025-07-03,1.1293512911499236e-22,8.356689800714513e-25,1.0,6.1999853700745545e-25
2025-07-04,1.1293512911499236e-22,8.356689800714513e-25,1.0,6.1999853700745545e-25
2025-07-07,1.1293512911499236e-22,8.356689800714513e-25,1.0,6.1999853700745545e-25
2025-07-08,1.0,1.11234282483798e-22,0.0,1.1690988950336964e-25
2025-07-09,1.0,1.11234282483798e-22,0.0,1.1690988950336964e-25
2025-07-10,1.0,1.11234282483798e-22,0.0,1.1690988950336964e-25
2025-07-11,1.0,1.11234282483798e-22,0.0,1.1690988950336964e-25
2025-07-14,1.0,1.11234282483798e-22,0.0,1.1690988950336964e-25
2025-07-15,1.0,0.0,0.0,2.770964857594822e-23
2025-07-16,1.0,0.0,0.0,2.770964857594822e-23
2025-07-17,1.0,0.0,0.0,2.770964857594822e-23
2025-07-18,1.0,0.0,0.0,2.770964857594822e-23
2025-07-21,1.0,0.0,0.0,2.770964857594822e-23
2025-07-22,1.3797803815664544e-23,1.0,4.269795037538741e-25,1.9752621699858085e-25
2025-07-23,1.3797803815664544e-23,1.0,4.269795037538741e-25,1.9752621699858085e-25
2025-07-24,1.3797803815664544e-23,1.0,4.269795037538741e-25,1.9752621699858085e-25
2025-07-25,1.3797803815664544e-23,1.0,4.269795037538741e-25,1.9752621699858085e-25
2025-07-28,1.3797803815664544e-23,1.0,4.269795037538741e-25,1.9752621699858085e-25
2025-07-29,0.2130670832853142,2.077985224460877e-23,0.0,0.7869329167146858
2025-07-30,0.2130670832853142,2.077985224460877e-23,0.0,0.7869329167146858
2025-07-31,0.2130670832853142,2.077985224460877e-23,0.0,0.7869329167146858
2025-08-01,0.2130670832853142,2.077985224460877e-23,0.0,0.7869329167146858
2025-08-04,0.2130670832853142,2.077985224460877e-23,0.0,0.7869329167146858
2025-08-05,0.996157793200452,2.5736881594190854e-24,4.038595504710268e-24,0.0038422067995480713
2025-08-06,0.996157793200452,2.5736881594190854e-24,4.038595504710268e-24,0.0038422067995480713
2025-08-07,0.996157793200452,2.5736881594190854e-24,4.038595504710268e-24,0.0038422067995480713
2025-08-08,0.996157793200452,2.5736881594190854e-24,4.038595504710268e-24,0.0038422067995480713
2025-08-11,0.996157793200452,2.5736881594190854e-24,4.038595504710268e-24,0.0038422067995480713
2025-08-12,0.9033768276784436,2.8495743192493654e-24,8.039332303850402e-24,0.09662317232155634
2025-08-13,0.9033768276784436,2.8495743192493654e-24,8.039332303850402e-24,0.09662317232155634
2025-08-14,0.9033768276784436,2.8495743192493654e-24,8.039332303850402e-24,0.09662317232155634
2025-08-15,0.9033768276784436,2.8495743192493654e-24,8.039332303850402e-24,0.09662317232155634
2025-08-18,0.9033768276784436,2.8495743192493654e-24,8.039332303850402e-24,0.09662317232155634
2025-08-19,1.0,0.0,0.0,0.0
2025-08-20,1.0,0.0,0.0,0.0
2025-08-21,1.0,0.0,0.0,0.0
2025-08-22,1.0,0.0,0.0,0.0
2025-08-25,1.0,0.0,0.0,0.0
2025-08-26,0.40576045774529684,0.0,0.5942395422547031,0.0
2025-08-27,0.40576045774529684,0.0,0.5942395422547031,0.0
2025-08-28,0.40576045774529684,0.0,0.5942395422547031,0.0
2025-08-29,0.40576045774529684,0.0,0.5942395422547031,0.0
2025-09-01,0.40576045774529684,0.0,0.5942395422547031,0.0
2025-09-02,0.0,0.2200547903487577,0.7799452096512424,0.0
2025-09-03,0.0,0.2200547903487577,0.7799452096512424,0.0
2025-09-04,0.0,0.2200547903487577,0.7799452096512424,0.0
2025-09-05,0.0,0.2200547903487577,0.7799452096512424,0.0
2025-09-08,0.0,0.2200547903487577,0.7799452096512424,0.0
2025-09-09,0.0,7.516725491888247e-23,1.0,0.0
2025-09-10,0.0,7.516725491888247e-23,1.0,0.0
2025-09-11,0.0,7.516725491888247e-23,1.0,0.0
2025-09-12,0.0,7.516725491888247e-23,1.0,0.0
2025-09-15,0.0,7.516725491888247e-23,1.0,0.0
2025-09-16,0.22901650570202955,0.2371934294801605,0.5337900648178099,7.119595835364358e-24
2025-09-17,0.22901650570202955,0.2371934294801605,0.5337900648178099,7.119595835364358e-24
2025-09-18,0.22901650570202955,0.2371934294801605,0.5337900648178099,7.119595835364358e-24
2025-09-19,0.22901650570202955,0.2371934294801605,0.5337900648178099,7.119595835364358e-24
2025-09-22,0.22901650570202955,0.2371934294801605,0.5337900648178099,7.119595835364358e-24
2025-09-23,0.28700899007147906,0.7129910099285209,0.0,0.0
2025-09-24,0.28700899007147906,0.7129910099285209,0.0,0.0
2025-09-25,0.28700899007147906,0.7129910099285209,0.0,0.0
2025-09-26,0.28700899007147906,0.7129910099285209,0.0,0.0
2025-09-29,0.28700899007147906,0.7129910099285209,0.0,0.0
2025-09-30,0.0,1.0,0.0,0.0
2025-10-01,0.0,1.0,0.0,0.0
2025-10-02,0.0,1.0,0.0,0.0
2025-10-03,0.0,1.0,0.0,0.0
2025-10-06,0.0,1.0,0.0,0.0
2025-10-07,4.521316415538158e-23,0.0,1.0,0.0
2025-10-08,4.521316415538158e-23,0.0,1.0,0.0
2025-10-09,4.521316415538158e-23,0.0,1.0,0.0
2025-10-10,4.521316415538158e-23,0.0,1.0,0.0
2025-10-13,4.521316415538158e-23,0.0,1.0,0.0
2025-10-14,0.49548466763073556,0.5045153323692645,0.0,1.1484874801751478e-22
2025-10-15,0.49548466763073556,0.5045153323692645,0.0,1.1484874801751478e-22
2025-10-16,0.49548466763073556,0.5045153323692645,0.0,1.1484874801751478e-22
2025-10-17,0.49548466763073556,0.5045153323692645,0.0,1.1484874801751478e-22
2025-10-20,0.49548466763073556,0.5045153323692645,0.0,1.1484874801751478e-22
2025-10-21,0.4026260378754809,0.5973739621245191,8.263510790888691e-25,3.8146863362487277e-25
2025-10-22,0.4026260378754809,0.5973739621245191,8.263510790888691e-25,3.8146863362487277e-25
2025-10-23,0.4026260378754809,0.5973739621245191,8.263510790888691e-25,3.8146863362487277e-25
2025-10-24,0.4026260378754809,0.5973739621245191,8.263510790888691e-25,3.8146863362487277e-25
2025-10-27,0.4026260378754809,0.5973739621245191,8.263510790888691e-25,3.8146863362487277e-25
2025-10-28,9.13632049865182e-23,0.11897621143808756,0.8810237885619124,4.979263315328908e-25
2025-10-29,9.13632049865182e-23,0.11897621143808756,0.8810237885619124,4.979263315328908e-25
2025-10-30,9.13632049865182e-23,0.11897621143808756,0.8810237885619124,4.979263315328908e-25
2025-10-31,9.13632049865182e-23,0.11897621143808756,0.8810237885619124,4.979263315328908e-25
2025-11-03,9.13632049865182e-23,0.11897621143808756,0.8810237885619124,4.979263315328908e-25
2025-11-04,1.9361472896672533e-23,0.17428318343461577,0.8257168165653842,0.0
2025-11-05,1.9361472896672533e-23,0.17428318343461577,0.8257168165653842,0.0
2025-11-06,1.9361472896672533e-23,0.17428318343461577,0.8257168165653842,0.0
2025-11-07,1.9361472896672533e-23,0.17428318343461577,0.8257168165653842,0.0
2025-11-10,1.9361472896672533e-23,0.17428318343461577,0.8257168165653842,0.0
2025-11-11,9.214288067317238e-23,0.5108939494430019,0.48910605055699813,1.5440750958608203e-22
2025-11-12,9.214288067317238e-23,0.5108939494430019,0.48910605055699813,1.5440750958608203e-22
2025-11-13,9.214288067317238e-23,0.5108939494430019,0.48910605055699813,1.5440750958608203e-22
2025-11-14,9.214288067317238e-23,0.5108939494430019,0.48910605055699813,1.5440750958608203e-22
2025-11-17,9.214288067317238e-23,0.5108939494430019,0.48910605055699813,1.5440750958608203e-22
2025-11-18,8.194540734344562e-23,0.0,0.0,1.0
2025-11-19,8.194540734344562e-23,0.0,0.0,1.0
2025-11-20,8.194540734344562e-23,0.0,0.0,1.0
2025-11-21,8.194540734344562e-23,0.0,0.0,1.0
2025-11-24,8.194540734344562e-23,0.0,0.0,1.0
2025-11-25,2.297306308531433e-22,0.4301985578276518,0.5698014421723482,1.5466934131085433e-24
2025-11-26,2.297306308531433e-22,0.4301985578276518,0.5698014421723482,1.5466934131085433e-24
2025-11-27,2.297306308531433e-22,0.4301985578276518,0.5698014421723482,1.5466934131085433e-24
2025-11-28,2.297306308531433e-22,0.4301985578276518,0.5698014421723482,1.5466934131085433e-24
2025-12-01,2.297306308531433e-22,0.4301985578276518,0.5698014421723482,1.5466934131085433e-24
2025-12-02,1.6271703767384527e-22,1.4147351752655434e-22,1.0,1.4245422743254322e-22
2025-12-03,1.6271703767384527e-22,1.4147351752655434e-22,1.0,1.4245422743254322e-22
2025-12-04,1.6271703767384527e-22,1.4147351752655434e-22,1.0,1.4245422743254322e-22
2025-12-05,1.6271703767384527e-22,1.4147351752655434e-22,1.0,1.4245422743254322e-22
2025-12-08,1.6271703767384527e-22,1.4147351752655434e-22,1.0,1.4245422743254322e-22
2025-12-09,0.0,0.0,1.0,0.0
2025-12-10,0.0,0.0,1.0,0.0
2025-12-11,0.0,0.0,1.0,0.0
2025-12-12,0.0,0.0,1.0,0.0
2025-12-15,0.0,0.0,1.0,0.0
2025-12-16,1.0,1.1105514659252648e-22,2.21980782536621e-22,2.220641060185573e-22
2025-12-17,1.0,1.1105514659252648e-22,2.21980782536621e-22,2.220641060185573e-22
2025-12-18,1.0,1.1105514659252648e-22,2.21980782536621e-22,2.220641060185573e-22
2025-12-19,1.0,1.1105514659252648e-22,2.21980782536621e-22,2.220641060185573e-22
2025-12-22,1.0,1.1105514659252648e-22,2.21980782536621e-22,2.220641060185573e-22
2025-12-23,0.6730070448626261,0.3269929551373739,0.0,0.0
2025-12-24,0.6730070448626261,0.3269929551373739,0.0,0.0
2025-12-25,0.6730070448626261,0.3269929551373739,0.0,0.0
2025-12-26,0.6730070448626261,0.3269929551373739,0.0,0.0
2025-12-29,0.6730070448626261,0.3269929551373739,0.0,0.0
2025-12-30,0.7692888651236636,1.43978513915507e-25,0.23071113487633643,7.970891067595609e-26
2025-12-31,0.7692888651236636,1.43978513915507e-25,0.23071113487633643,7.970891067595609e-26
2026-01-01,0.7692888651236636,1.43978513915507e-25,0.23071113487633643,7.970891067595609e-26
2026-01-02,0.7692888651236636,1.43978513915507e-25,0.23071113487633643,7.970891067595609e-26
2026-01-05,0.7692888651236636,1.43978513915507e-25,0.23071113487633643,7.970891067595609e-26
2026-01-06,0.5484165955676763,0.45158340443232375,0.0,0.0
2026-01-07,0.5484165955676763,0.45158340443232375,0.0,0.0
2026-01-08,0.5484165955676763,0.45158340443232375,0.0,0.0
2026-01-09,0.5484165955676763,0.45158340443232375,0.0,0.0
2026-01-12,0.5484165955676763,0.45158340443232375,0.0,0.0
2026-01-13,3.196493506206533e-23,0.0,1.0,0.0
2026-01-14,3.196493506206533e-23,0.0,1.0,0.0
2026-01-15,3.196493506206533e-23,0.0,1.0,0.0
2026-01-16,3.196493506206533e-23,0.0,1.0,0.0
2026-01-19,3.196493506206533e-23,0.0,1.0,0.0
2026-01-20,1.0,1.1000988549510311e-22,5.368719707267681e-23,5.481396261852253e-23
2026-01-21,1.0,1.1000988549510311e-22,5.368719707267681e-23,5.481396261852253e-23
2026-01-22,1.0,1.1000988549510311e-22,5.368719707267681e-23,5.481396261852253e-23
2026-01-23,1.0,1.1000988549510311e-22,5.368719707267681e-23,5.481396261852253e-23
2026-01-26,1.0,1.1000988549510311e-22,5.368719707267681e-23,5.481396261852253e-23
2026-01-27,1.0,0.0,0.0,0.0
2026-01-28,1.0,0.0,0.0,0.0
2026-01-29,1.0,0.0,0.0,0.0
2026-01-30,1.0,0.0,0.0,0.0
2026-02-02,1.0,0.0,0.0,0.0
2026-02-03,0.0,1.0,0.0,0.0
2026-02-04,0.0,1.0,0.0,0.0
2026-02-05,0.0,1.0,0.0,0.0
2026-02-06,0.0,1.0,0.0,0.0
2026-02-09,0.0,1.0,0.0,0.0
2026-02-10,0.8780472245130312,0.1219527754869688,0.0,0.0
2026-02-11,0.8780472245130312,0.1219527754869688,0.0,0.0
2026-02-12,0.8780472245130312,0.1219527754869688,0.0,0.0
2026-02-13,0.8780472245130312,0.1219527754869688,0.0,0.0
2026-02-16,0.8780472245130312,0.1219527754869688,0.0,0.0
2026-02-17,0.26224623584475093,0.45039885784570627,0.2873549063095428,0.0
2026-02-18,0.26224623584475093,0.45039885784570627,0.2873549063095428,0.0
2026-02-19,0.26224623584475093,0.45039885784570627,0.2873549063095428,0.0
2026-02-20,0.26224623584475093,0.45039885784570627,0.2873549063095428,0.0
2026-02-23,0.26224623584475093,0.45039885784570627,0.2873549063095428,0.0
2026-02-24,1.0,8.241972464836286e-23,0.0,3.6900087807010516e-26
2026-02-25,1.0,8.241972464836286e-23,0.0,3.6900087807010516e-26
2026-02-26,1.0,8.241972464836286e-23,0.0,3.6900087807010516e-26
2026-02-27,1.0,8.241972464836286e-23,0.0,3.6900087807010516e-26
