,E1VFVN30,GOLD,DCDS,MBBOND
2024-01-29,0.6256531336656294,1.462579759330812e-22,0.3743468663343706,9.032286748476445e-23
2024-01-30,0.0038889228723264398,1.6449335677872068e-22,0.9961110771276737,5.45664026129949e-23
2024-01-31,0.0038889228723264398,1.6449335677872068e-22,0.9961110771276737,5.45664026129949e-23
2024-02-01,0.0038889228723264398,1.6449335677872068e-22,0.9961110771276737,5.45664026129949e-23
2024-02-02,0.0038889228723264398,1.6449335677872068e-22,0.9961110771276737,5.45664026129949e-23
2024-02-05,0.0038889228723264398,1.6449335677872068e-22,0.9961110771276737,5.45664026129949e-23
2024-02-06,0.7563824918029097,1.0658061217423516e-22,0.24361750819709027,1.060919285588465e-22
2024-02-07,0.7563824918029097,1.0658061217423516e-22,0.24361750819709027,1.060919285588465e-22
2024-02-08,0.7563824918029097,1.0658061217423516e-22,0.24361750819709027,1.060919285588465e-22
2024-02-09,0.7563824918029097,1.0658061217423516e-22,0.24361750819709027,1.060919285588465e-22
2024-02-12,0.7563824918029097,1.0658061217423516e-22,0.24361750819709027,1.060919285588465e-22
2024-02-13,0.8640689135893077,4.4366459987614135e-23,0.13593108641069235,3.9132219151532766e-23
2024-02-14,0.8640689135893077,4.4366459987614135e-23,0.13593108641069235,3.9132219151532766e-23
2024-02-15,0.8640689135893077,4.4366459987614135e-23,0.13593108641069235,3.9132219151532766e-23
2024-02-16,0.8640689135893077,4.4366459987614135e-23,0.13593108641069235,3.9132219151532766e-23
2024-02-19,0.8640689135893077,4.4366459987614135e-23,0.13593108641069235,3.9132219151532766e-23
2024-02-20,1.0,0.0,0.0,0.0
2024-02-21,1.0,0.0,0.0,0.0
2024-02-22,1.0,0.0,0.0,0.0
2024-02-23,1.0,0.0,0.0,0.0
2024-02-26,1.0,0.0,0.0,0.0
2024-02-27,1.0,0.0,0.0,0.0
2024-02-28,1.0,0.0,0.0,0.0
2024-02-29,1.0,0.0,0.0,0.0
2024-03-01,1.0,0.0,0.0,0.0
2024-03-04,1.0,0.0,0.0,0.0
2024-03-05,0.6370671373463705,7.915447289814145e-23,0.36293286265362945,3.138229717801237e-23
2024-03-06,0.6370671373463705,7.915447289814145e-23,0.36293286265362945,3.138229717801237e-23
2024-03-07,0.6370671373463705,7.915447289814145e-23,0.36293286265362945,3.138229717801237e-23
2024-03-08,0.6370671373463705,7.915447289814145e-23,0.36293286265362945,3.138229717801237e-23
2024-03-11,0.6370671373463705,7.915447289814145e-23,0.36293286265362945,3.138229717801237e-23
2024-03-12,0.40110548076513636,0.0,0.5988945192348637,0.0
2024-03-13,0.40110548076513636,0.0,0.5988945192348637,0.0
2024-03-14,0.40110548076513636,0.0,0.5988945192348637,0.0
2024-03-15,0.40110548076513636,0.0,0.5988945192348637,0.0
2024-03-18,0.40110548076513636,0.0,0.5988945192348637,0.0
2024-03-19,1.0,0.0,0.0,0.0
2024-03-20,1.0,0.0,0.0,0.0
2024-03-21,1.0,0.0,0.0,0.0
2024-03-22,1.0,0.0,0.0,0.0
2024-03-25,1.0,0.0,0.0,0.0
2024-03-26,0.2906137510366056,0.2228613187758593,0.4865249301875351,0.0
2024-03-27,0.2906137510366056,0.2228613187758593,0.4865249301875351,0.0
2024-03-28,0.2906137510366056,0.2228613187758593,0.4865249301875351,0.0
2024-03-29,0.2906137510366056,0.2228613187758593,0.4865249301875351,0.0
2024-04-01,0.2906137510366056,0.2228613187758593,0.4865249301875351,0.0
2024-04-02,0.2561771766491253,0.18301887089707844,0.5608039524537963,9.09842022244386e-24
2024-04-03,0.2561771766491253,0.18301887089707844,0.5608039524537963,9.09842022244386e-24
2024-04-04,0.2561771766491253,0.18301887089707844,0.5608039524537963,9.09842022244386e-24
2024-04-05,0.2561771766491253,0.18301887089707844,0.5608039524537963,9.09842022244386e-24
2024-04-08,0.2561771766491253,0.18301887089707844,0.5608039524537963,9.09842022244386e-24
2024-04-09,0.2951165335937285,0.1497505066423464,0.5551329597639251,0.0
2024-04-10,0.2951165335937285,0.1497505066423464,0.5551329597639251,0.0
2024-04-11,0.2951165335937285,0.1497505066423464,0.5551329597639251,0.0
2024-04-12,0.2951165335937285,0.1497505066423464,0.5551329597639251,0.0
2024-04-15,0.2951165335937285,0.1497505066423464,0.5551329597639251,0.0
2024-04-16,1.00155070745848e-24,2.8834853761086386e-25,1.0,0.0
2024-04-17,1.00155070745848e-24,2.8834853761086386e-25,1.0,0.0
2024-04-18,1.00155070745848e-24,2.8834853761086386e-25,1.0,0.0
2024-04-19,1.00155070745848e-24,2.8834853761086386e-25,1.0,0.0
2024-04-22,1.00155070745848e-24,2.8834853761086386e-25,1.0,0.0
2024-04-23,0.4555033953910537,0.0,0.5444966046089463,0.0
2024-04-24,0.4555033953910537,0.0,0.5444966046089463,0.0
2024-04-25,0.4555033953910537,0.0,0.5444966046089463,0.0
2024-04-26,0.4555033953910537,0.0,0.5444966046089463,0.0
2024-04-29,0.4555033953910537,0.0,0.5444966046089463,0.0
2024-04-30,0.40605985489363267,0.31416609018239167,0.27977405492397567,6.489672901465901e-23
2024-05-01,0.40605985489363267,0.31416609018239167,0.27977405492397567,6.489672901465901e-23
2024-05-02,0.40605985489363267,0.31416609018239167,0.27977405492397567,6.489672901465901e-23
2024-05-03,0.40605985489363267,0.31416609018239167,0.27977405492397567,6.489672901465901e-23
2024-05-06,0.40605985489363267,0.31416609018239167,0.27977405492397567,6.489672901465901e-23
2024-05-07,0.44060042525057835,0.24935623761243314,0.3100433371369885,1.8991214953342518e-23
2024-05-08,0.44060042525057835,0.24935623761243314,0.3100433371369885,1.8991214953342518e-23
2024-05-09,0.44060042525057835,0.24935623761243314,0.3100433371369885,1.8991214953342518e-23
2024-05-10,0.44060042525057835,0.24935623761243314,0.3100433371369885,1.8991214953342518e-23
2024-05-13,0.44060042525057835,0.24935623761243314,0.3100433371369885,1.8991214953342518e-23
2024-05-14,0.49709281834326025,0.0,0.5029071816567398,7.4789103354460155e-25
2024-05-15,0.49709281834326025,0.0,0.5029071816567398,7.4789103354460155e-25
2024-05-16,0.49709281834326025,0.0,0.5029071816567398,7.4789103354460155e-25
2024-05-17,0.49709281834326025,0.0,0.5029071816567398,7.4789103354460155e-25
2024-05-20,0.49709281834326025,0.0,0.5029071816567398,7.4789103354460155e-25
2024-05-21,0.3277160969075296,0.0,0.6722839030924703,0.0
2024-05-22,0.3277160969075296,0.0,0.6722839030924703,0.0
2024-05-23,0.3277160969075296,0.0,0.6722839030924703,0.0
2024-05-24,0.3277160969075296,0.0,0.6722839030924703,0.0
2024-05-27,0.3277160969075296,0.0,0.6722839030924703,0.0
2024-05-28,0.39319780189849735,0.0,0.6068021981015026,1.9805721773344214e-23
2024-05-29,0.39319780189849735,0.0,0.6068021981015026,1.9805721773344214e-23
2024-05-30,0.39319780189849735,0.0,0.6068021981015026,1.9805721773344214e-23
2024-05-31,0.39319780189849735,0.0,0.6068021981015026,1.9805721773344214e-23
2024-06-03,0.39319780189849735,0.0,0.6068021981015026,1.9805721773344214e-23
2024-06-04,0.20776677979744831,0.29984548338362615,0.4923877368189256,1.8221251653684777e-24
2024-06-05,0.20776677979744831,0.29984548338362615,0.4923877368189256,1.8221251653684777e-24
2024-06-06,0.20776677979744831,0.29984548338362615,0.4923877368189256,1.8221251653684777e-24
2024-06-07,0.20776677979744831,0.29984548338362615,0.4923877368189256,1.8221251653684777e-24
2024-06-10,0.20776677979744831,0.29984548338362615,0.4923877368189256,1.8221251653684777e-24
2024-06-11,0.4797476157603585,0.2526406207595047,0.2676117634801369,0.0
2024-06-12,0.4797476157603585,0.2526406207595047,0.2676117634801369,0.0
2024-06-13,0.4797476157603585,0.2526406207595047,0.2676117634801369,0.0
2024-06-14,0.4797476157603585,0.2526406207595047,0.2676117634801369,0.0
2024-06-17,0.4797476157603585,0.2526406207595047,0.2676117634801369,0.0
2024-06-18,0.5225417796138715,0.3069756598486316,0.1704825605374969,0.0
2024-06-19,0.5225417796138715,0.3069756598486316,0.1704825605374969,0.0
2024-06-20,0.5225417796138715,0.3069756598486316,0.1704825605374969,0.0
2024-06-21,0.5225417796138715,0.3069756598486316,0.1704825605374969,0.0
2024-06-24,0.5225417796138715,0.3069756598486316,0.1704825605374969,0.0
2024-06-25,0.0,0.0,1.0,0.0
2024-06-26,0.0,0.0,1.0,0.0
2024-06-27,0.0,0.0,1.0,0.0
2024-06-28,0.0,0.0,1.0,0.0
2024-07-01,0.0,0.0,1.0,0.0
2024-07-02,0.0,0.0,8.428923498097107e-26,1.0
2024-07-03,0.0,0.0,8.428923498097107e-26,1.0
2024-07-04,0.0,0.0,8.428923498097107e-26,1.0
2024-07-05,0.0,0.0,8.428923498097107e-26,1.0
2024-07-08,0.0,0.0,8.428923498097107e-26,1.0
2024-07-09,0.208732735276784,0.5823056013423785,0.20896166338083752,2.1410321976827383e-23
2024-07-10,0.208732735276784,0.5823056013423785,0.20896166338083752,2.1410321976827383e-23
2024-07-11,0.208732735276784,0.5823056013423785,0.20896166338083752,2.1410321976827383e-23
2024-07-12,0.208732735276784,0.5823056013423785,0.20896166338083752,2.1410321976827383e-23
2024-07-15,0.208732735276784,0.5823056013423785,0.20896166338083752,2.1410321976827383e-23
2024-07-16,0.2718303261944623,0.0,0.0,0.7281696738055378
2024-07-17,0.2718303261944623,0.0,0.0,0.7281696738055378
2024-07-18,0.2718303261944623,0.0,0.0,0.7281696738055378
2024-07-19,0.2718303261944623,0.0,0.0,0.7281696738055378
2024-07-22,0.2718303261944623,0.0,0.0,0.7281696738055378
2024-07-23,1.0,1.867202208221926e-25,2.22462524014073e-22,1.866241369476391e-25
2024-07-24,1.0,1.867202208221926e-25,2.22462524014073e-22,1.866241369476391e-25
2024-07-25,1.0,1.867202208221926e-25,2.22462524014073e-22,1.866241369476391e-25
2024-07-26,1.0,1.867202208221926e-25,2.22462524014073e-22,1.866241369476391e-25
2024-07-29,1.0,1.867202208221926e-25,2.22462524014073e-22,1.866241369476391e-25
2024-07-30,2.7444872757181197e-25,2.7755622925355383e-23,0.0,1.0
2024-07-31,2.7444872757181197e-25,2.7755622925355383e-23,0.0,1.0
2024-08-01,2.7444872757181197e-25,2.7755622925355383e-23,0.0,1.0
2024-08-02,2.7444872757181197e-25,2.7755622925355383e-23,0.0,1.0
2024-08-05,2.7444872757181197e-25,2.7755622925355383e-23,0.0,1.0
2024-08-06,3.457694944866099e-25,1.0,6.882831928466535e-26,7.215033003827764e-26
2024-08-07,3.457694944866099e-25,1.0,6.882831928466535e-26,7.215033003827764e-26
2024-08-08,3.457694944866099e-25,1.0,6.882831928466535e-26,7.215033003827764e-26
2024-08-09,3.457694944866099e-25,1.0,6.882831928466535e-26,7.215033003827764e-26
2024-08-12,3.457694944866099e-25,1.0,6.882831928466535e-26,7.215033003827764e-26
2024-08-13,1.3121702270934015e-24,1.0,3.857786121584027e-25,5.57381462780358e-23
2024-08-14,1.3121702270934015e-24,1.0,3.857786121584027e-25,5.57381462780358e-23
2024-08-15,1.3121702270934015e-24,1.0,3.857786121584027e-25,5.57381462780358e-23
2024-08-16,1.3121702270934015e-24,1.0,3.857786121584027e-25,5.57381462780358e-23
2024-08-19,1.3121702270934015e-24,1.0,3.857786121584027e-25,5.57381462780358e-23
2024-08-20,1.990599490283491e-24,1.0,7.458315534548947e-25,3.2382689545883596e-25
2024-08-21,1.990599490283491e-24,1.0,7.458315534548947e-25,3.2382689545883596e-25
2024-08-22,1.990599490283491e-24,1.0,7.458315534548947e-25,3.2382689545883596e-25
2024-08-23,1.990599490283491e-24,1.0,7.458315534548947e-25,3.2382689545883596e-25
2024-08-26,1.990599490283491e-24,1.0,7.458315534548947e-25,3.2382689545883596e-25
2024-08-27,1.0,5.560461146350371e-23,5.563871166132059e-23,7.482862855989263e-26
2024-08-28,1.0,5.560461146350371e-23,5.563871166132059e-23,7.482862855989263e-26
2024-08-29,1.0,5.560461146350371e-23,5.563871166132059e-23,7.482862855989263e-26
2024-08-30,1.0,5.560461146350371e-23,5.563871166132059e-23,7.482862855989263e-26
2024-09-02,1.0,5.560461146350371e-23,5.563871166132059e-23,7.482862855989263e-26
2024-09-03,1.0,1.1110389202800441e-22,1.7427998757670227e-25,1.1109942567705572e-22
2024-09-04,1.0,1.1110389202800441e-22,1.7427998757670227e-25,1.1109942567705572e-22
2024-09-05,1.0,1.1110389202800441e-22,1.7427998757670227e-25,1.1109942567705572e-22
2024-09-06,1.0,1.1110389202800441e-22,1.7427998757670227e-25,1.1109942567705572e-22
2024-09-09,1.0,1.1110389202800441e-22,1.7427998757670227e-25,1.1109942567705572e-22
2024-09-10,0.0,0.0,1.0,0.0
2024-09-11,0.0,0.0,1.0,0.0
2024-09-12,0.0,0.0,1.0,0.0
2024-09-13,0.0,0.0,1.0,0.0
2024-09-16,0.0,0.0,1.0,0.0
2024-09-17,1.0,0.0,0.0,0.0
2024-09-18,1.0,0.0,0.0,0.0
2024-09-19,1.0,0.0,0.0,0.0
2024-09-20,1.0,0.0,0.0,0.0
2024-09-23,1.0,0.0,0.0,0.0
2024-09-24,1.8238416596758765e-25,1.0,0.0,0.0
2024-09-25,1.8238416596758765e-25,1.0,0.0,0.0
2024-09-26,1.8238416596758765e-25,1.0,0.0,0.0
2024-09-27,1.8238416596758765e-25,1.0,0.0,0.0
2024-09-30,1.8238416596758765e-25,1.0,0.0,0.0
2024-10-01,2.5498035279315485e-22,1.0,1.1442469462996996e-22,2.245787752595961e-22
2024-10-02,2.5498035279315485e-22,1.0,1.1442469462996996e-22,2.245787752595961e-22
2024-10-03,2.5498035279315485e-22,1.0,1.1442469462996996e-22,2.245787752595961e-22
2024-10-04,2.5498035279315485e-22,1.0,1.1442469462996996e-22,2.245787752595961e-22
2024-10-07,2.5498035279315485e-22,1.0,1.1442469462996996e-22,2.245787752595961e-22
2024-10-08,1.0,3.147507494633433e-23,1.0118952408053574e-25,3.494502724776805e-25
2024-10-09,1.0,3.147507494633433e-23,1.0118952408053574e-25,3.494502724776805e-25
2024-10-10,1.0,3.147507494633433e-23,1.0118952408053574e-25,3.494502724776805e-25
2024-10-11,1.0,3.147507494633433e-23,1.0118952408053574e-25,3.494502724776805e-25
2024-10-14,1.0,3.147507494633433e-23,1.0118952408053574e-25,3.494502724776805e-25
2024-10-15,0.8330662603979481,0.16693373960205193,4.885958115876828e-23,4.108858745880756e-23
2024-10-16,0.8330662603979481,0.16693373960205193,4.885958115876828e-23,4.108858745880756e-23
2024-10-17,0.8330662603979481,0.16693373960205193,4.885958115876828e-23,4.108858745880756e-23
2024-10-18,0.8330662603979481,0.16693373960205193,4.885958115876828e-23,4.108858745880756e-23
2024-10-21,0.8330662603979481,0.16693373960205193,4.885958115876828e-23,4.108858745880756e-23
2024-10-22,0.13647966793994548,0.47239124105417896,0.39112909100587556,2.0761952503919662e-18
2024-10-23,0.13647966793994548,0.47239124105417896,0.39112909100587556,2.0761952503919662e-18
2024-10-24,0.13647966793994548,0.47239124105417896,0.39112909100587556,2.0761952503919662e-18
2024-10-25,0.13647966793994548,0.47239124105417896,0.39112909100587556,2.0761952503919662e-18
2024-10-28,0.13647966793994548,0.47239124105417896,0.39112909100587556,2.0761952503919662e-18
2024-10-29,0.15899541933794614,0.42224780074327484,0.41875677991877897,0.0
2024-10-30,0.15899541933794614,0.42224780074327484,0.41875677991877897,0.0
2024-10-31,0.15899541933794614,0.42224780074327484,0.41875677991877897,0.0
2024-11-01,0.15899541933794614,0.42224780074327484,0.41875677991877897,0.0
2024-11-04,0.15899541933794614,0.42224780074327484,0.41875677991877897,0.0
2024-11-05,0.09870281521281027,0.5637557418404708,0.337541442946719,5.386847182702938e-18
2024-11-06,0.09870281521281027,0.5637557418404708,0.337541442946719,5.386847182702938e-18
2024-11-07,0.09870281521281027,0.5637557418404708,0.337541442946719,5.386847182702938e-18
2024-11-08,0.09870281521281027,0.5637557418404708,0.337541442946719,5.386847182702938e-18
2024-11-11,0.09870281521281027,0.5637557418404708,0.337541442946719,5.386847182702938e-18
2024-11-12,0.0,1.0,0.0,0.0
2024-11-13,0.0,1.0,0.0,0.0
2024-11-14,0.0,1.0,0.0,0.0
2024-11-15,0.0,1.0,0.0,0.0
2024-11-18,0.0,1.0,0.0,0.0
2024-11-19,2.2243559927193887e-22,2.3018772396177377e-25,1.1094361884666038e-22,1.0
2024-11-20,2.2243559927193887e-22,2.3018772396177377e-25,1.1094361884666038e-22,1.0
2024-11-21,2.2243559927193887e-22,2.3018772396177377e-25,1.1094361884666038e-22,1.0
2024-11-22,2.2243559927193887e-22,2.3018772396177377e-25,1.1094361884666038e-22,1.0
2024-11-25,2.2243559927193887e-22,2.3018772396177377e-25,1.1094361884666038e-22,1.0
2024-11-26,7.237426908330522e-25,2.231949669794148e-22,0.0,1.0
2024-11-27,7.237426908330522e-25,2.231949669794148e-22,0.0,1.0
2024-11-28,7.237426908330522e-25,2.231949669794148e-22,0.0,1.0
2024-11-29,7.237426908330522e-25,2.231949669794148e-22,0.0,1.0
2024-12-02,7.237426908330522e-25,2.231949669794148e-22,0.0,1.0
2024-12-03,0.0,0.0,0.0,1.0
2024-12-04,0.0,0.0,0.0,1.0
2024-12-05,0.0,0.0,0.0,1.0
2024-12-06,0.0,0.0,0.0,1.0
2024-12-09,0.0,0.0,0.0,1.0
2024-12-10,0.0,0.0,1.0,5.592060710525964e-23
2024-12-11,0.0,0.0,1.0,5.592060710525964e-23
2024-12-12,0.0,0.0,1.0,5.592060710525964e-23
2024-12-13,0.0,0.0,1.0,5.592060710525964e-23
2024-12-16,0.0,0.0,1.0,5.592060710525964e-23
2024-12-17,0.3193662797538982,3.1597266939254234e-16,0.6250035248527878,0.055630195393313854
2024-12-18,0.3193662797538982,3.1597266939254234e-16,0.6250035248527878,0.055630195393313854
2024-12-19,0.3193662797538982,3.1597266939254234e-16,0.6250035248527878,0.055630195393313854
2024-12-20,0.3193662797538982,3.1597266939254234e-16,0.6250035248527878,0.055630195393313854
2024-12-23,0.3193662797538982,3.1597266939254234e-16,0.6250035248527878,0.055630195393313854
2024-12-24,0.17541914169553757,0.41737994278180757,0.40720091552265486,0.0
2024-12-25,0.17541914169553757,0.41737994278180757,0.40720091552265486,0.0
2024-12-26,0.17541914169553757,0.41737994278180757,0.40720091552265486,0.0
2024-12-27,0.17541914169553757,0.41737994278180757,0.40720091552265486,0.0
2024-12-30,0.17541914169553757,0.41737994278180757,0.40720091552265486,0.0
2024-12-31,1.1180575090381383e-22,0.0,1.0,1.9524255018925555e-25
2025-01-01,1.1180575090381383e-22,0.0,1.0,1.9524255018925555e-25
2025-01-02,1.1180575090381383e-22,0.0,1.0,1.9524255018925555e-25
2025-01-03,1.1180575090381383e-22,0.0,1.0,1.9524255018925555e-25
2025-01-06,1.1180575090381383e-22,0.0,1.0,1.9524255018925555e-25
2025-01-07,2.7864110106143994e-23,1.0,8.330520478523959e-23,2.778518980032087e-23
2025-01-08,2.7864110106143994e-23,1.0,8.330520478523959e-23,2.778518980032087e-23
2025-01-09,2.7864110106143994e-23,1.0,8.330520478523959e-23,2.778518980032087e-23
2025-01-10,2.7864110106143994e-23,1.0,8.330520478523959e-23,2.778518980032087e-23
2025-01-13,2.7864110106143994e-23,1.0,8.330520478523959e-23,2.778518980032087e-23
2025-01-14,2.790872450634325e-23,1.0,0.0,2.778758537791185e-23
2025-01-15,2.790872450634325e-23,1.0,0.0,2.778758537791185e-23
2025-01-16,2.790872450634325e-23,1.0,0.0,2.778758537791185e-23
2025-01-17,2.790872450634325e-23,1.0,0.0,2.778758537791185e-23
2025-01-20,2.790872450634325e-23,1.0,0.0,2.778758537791185e-23
2025-01-21,1.0,0.0,0.0,0.0
2025-01-22,1.0,0.0,0.0,0.0
2025-01-23,1.0,0.0,0.0,0.0
2025-01-24,1.0,0.0,0.0,0.0
2025-01-27,1.0,0.0,0.0,0.0
2025-01-28,0.6993110139370063,5.309597058199495e-24,0.30068898606299366,0.0
2025-01-29,0.6993110139370063,5.309597058199495e-24,0.30068898606299366,0.0
2025-01-30,0.6993110139370063,5.309597058199495e-24,0.30068898606299366,0.0
2025-01-31,0.6993110139370063,5.309597058199495e-24,0.30068898606299366,0.0
2025-02-03,0.6993110139370063,5.309597058199495e-24,0.30068898606299366,0.0
2025-02-04,0.23563336425748238,0.7643666357425176,4.038063629111618e-24,1.1088628425618706e-22
2025-02-05,0.23563336425748238,0.7643666357425176,4.038063629111618e-24,1.1088628425618706e-22
2025-02-06,0.23563336425748238,0.7643666357425176,4.038063629111618e-24,1.1088628425618706e-22
2025-02-07,0.23563336425748238,0.7643666357425176,4.038063629111618e-24,1.1088628425618706e-22
2025-02-10,0.23563336425748238,0.7643666357425176,4.038063629111618e-24,1.1088628425618706e-22
2025-02-11,0.3799055606159074,0.6200944393840926,0.0,0.0
2025-02-12,0.3799055606159074,0.6200944393840926,0.0,0.0
2025-02-13,0.3799055606159074,0.6200944393840926,0.0,0.0
2025-02-14,0.3799055606159074,0.6200944393840926,0.0,0.0
2025-02-17,0.3799055606159074,0.6200944393840926,0.0,0.0
2025-02-18,0.1515549483816556,0.8484450516183444,5.984996903426098e-25,0.0
2025-02-19,0.1515549483816556,0.8484450516183444,5.984996903426098e-25,0.0
2025-02-20,0.1515549483816556,0.8484450516183444,5.984996903426098e-25,0.0
2025-02-21,0.1515549483816556,0.8484450516183444,5.984996903426098e-25,0.0
2025-02-24,0.1515549483816556,0.8484450516183444,5.984996903426098e-25,0.0
2025-02-25,0.10761892779336661,0.8923810722066334,0.0,0.0
2025-02-26,0.10761892779336661,0.8923810722066334,0.0,0.0
2025-02-27,0.10761892779336661,0.8923810722066334,0.0,0.0
2025-02-28,0.10761892779336661,0.8923810722066334,0.0,0.0
2025-03-03,0.10761892779336661,0.8923810722066334,0.0,0.0
2025-03-04,0.4515550230671816,0.5484449769328184,0.0,0.0
2025-03-05,0.4515550230671816,0.5484449769328184,0.0,0.0
2025-03-06,0.4515550230671816,0.5484449769328184,0.0,0.0
2025-03-07,0.4515550230671816,0.5484449769328184,0.0,0.0
2025-03-10,0.4515550230671816,0.5484449769328184,0.0,0.0
2025-03-11,0.3446511141931846,0.6422096701695811,0.01313921563723442,1.3893493287931225e-23
2025-03-12,0.3446511141931846,0.6422096701695811,0.01313921563723442,1.3893493287931225e-23
2025-03-13,0.3446511141931846,0.6422096701695811,0.01313921563723442,1.3893493287931225e-23
2025-03-14,0.3446511141931846,0.6422096701695811,0.01313921563723442,1.3893493287931225e-23
2025-03-17,0.3446511141931846,0.6422096701695811,0.01313921563723442,1.3893493287931225e-23
2025-03-18,0.002326821061459129,0.6332874608463074,0.0,0.3643857180922336
2025-03-19,0.002326821061459129,0.6332874608463074,0.0,0.3643857180922336
2025-03-20,0.002326821061459129,0.6332874608463074,0.0,0.3643857180922336
2025-03-21,0.002326821061459129,0.6332874608463074,0.0,0.3643857180922336
